0,0.838542,0.8375
1,0.838542,0.8375
2,0.838542,0.8375
3,0.838542,0.8375
4,0.838542,0.8375
5,0.838542,0.8375
6,0.838542,0.8375
7,0.838542,0.8375
8,0.85,0.8375
9,0.852083,0.841667
10,0.854167,0.841667
11,0.85625,0.841667
12,0.861458,0.841667
13,0.859375,0.841667
14,0.860417,0.841667
15,0.863542,0.845833
16,0.865625,0.85
17,0.867708,0.85
18,0.869792,0.845833
19,0.872917,0.854167
20,0.877083,0.854167
21,0.880208,0.854167
22,0.882292,0.85
23,0.885417,0.854167
24,0.885417,0.85
25,0.886458,0.854167
26,0.886458,0.85
27,0.889583,0.85
28,0.89375,0.854167
29,0.894792,0.858333
30,0.9,0.858333
31,0.9,0.858333
32,0.904167,0.8625
33,0.90625,0.858333
34,0.908333,0.8625
35,0.909375,0.858333
36,0.913542,0.8625
37,0.919792,0.858333
38,0.921875,0.858333
39,0.921875,0.858333
40,0.923958,0.858333
41,0.925,0.858333
42,0.928125,0.858333
43,0.930208,0.858333
44,0.929167,0.854167
45,0.932292,0.854167
46,0.93125,0.854167
47,0.934375,0.854167
48,0.934375,0.854167
49,0.9375,0.854167
50,0.938542,0.854167
51,0.938542,0.854167
52,0.939583,0.854167
53,0.938542,0.858333
54,0.9375,0.854167
55,0.939583,0.858333
56,0.94375,0.858333
57,0.942708,0.854167
58,0.946875,0.8625
59,0.944792,0.854167
60,0.945833,0.858333
61,0.945833,0.858333
62,0.947917,0.858333
63,0.948958,0.858333
64,0.951042,0.858333
65,0.951042,0.858333
66,0.95,0.858333
67,0.951042,0.858333
68,0.951042,0.858333
69,0.951042,0.858333
70,0.951042,0.8625
71,0.952083,0.8625
72,0.955208,0.8625
73,0.954167,0.8625
74,0.95625,0.8625
75,0.95625,0.8625
76,0.958333,0.8625
77,0.958333,0.8625
78,0.958333,0.866667
79,0.958333,0.866667
80,0.960417,0.866667
81,0.960417,0.866667
82,0.963542,0.866667
83,0.9625,0.866667
84,0.9625,0.870833
85,0.963542,0.870833
86,0.963542,0.866667
87,0.967708,0.866667
88,0.965625,0.866667
89,0.966667,0.8625
90,0.966667,0.8625
91,0.967708,0.8625
92,0.96875,0.8625
93,0.970833,0.8625
94,0.970833,0.866667
95,0.969792,0.8625
96,0.970833,0.8625
97,0.971875,0.8625
98,0.971875,0.8625
99,0.972917,0.8625
100,0.971875,0.8625
101,0.973958,0.8625
102,0.973958,0.8625
103,0.975,0.8625
104,0.975,0.8625
105,0.973958,0.8625
106,0.973958,0.8625
107,0.973958,0.8625
108,0.975,0.8625
109,0.975,0.8625
110,0.976042,0.8625
111,0.977083,0.8625
112,0.977083,0.8625
113,0.977083,0.8625
114,0.978125,0.8625
115,0.979167,0.8625
116,0.978125,0.8625
117,0.979167,0.8625
118,0.980208,0.8625
119,0.980208,0.8625
120,0.980208,0.8625
121,0.98125,0.8625
122,0.98125,0.8625
123,0.984375,0.8625
124,0.984375,0.8625
125,0.983333,0.8625
126,0.985417,0.8625
127,0.984375,0.8625
128,0.985417,0.8625
129,0.984375,0.8625
130,0.985417,0.8625
131,0.985417,0.8625
132,0.985417,0.8625
133,0.985417,0.8625
134,0.985417,0.8625
